 11  5  1 14  4 12 10  0  2  7 13  3  9 15  6  8 , 0 1 0 0
 11  5  1 14  4 12 10  3  2  7 13  0  9 15  6  8 , 1 0 0 0
 11  5  1 14  4 12 10  3  2  7  0 13  9 15  6  8 , 1 0 0 0
 11  5  1 14  4 12 10  3  2  0  7 13  9 15  6  8 , 0 0 0 1
 11  5  1 14  4  0 10  3  2 12  7 13  9 15  6  8 , 0 0 0 1
 11  0  1 14  4  5 10  3  2 12  7 13  9 15  6  8 , 1 0 0 0
  0 11  1 14  4  5 10  3  2 12  7 13  9 15  6  8 , 0 1 0 0
  4 11  1 14  0  5 10  3  2 12  7 13  9 15  6  8 , 0 1 0 0
  4 11  1 14  2  5 10  3  0 12  7 13  9 15  6  8 , 0 0 1 0
  4 11  1 14  2  5 10  3 12  0  7 13  9 15  6  8 , 0 0 0 1
  4 11  1 14  2  0 10  3 12  5  7 13  9 15  6  8 , 0 0 0 1
  4  0  1 14  2 11 10  3 12  5  7 13  9 15  6  8 , 0 0 1 0
  4  1  0 14  2 11 10  3 12  5  7 13  9 15  6  8 , 0 1 0 0
  4  1 10 14  2 11  0  3 12  5  7 13  9 15  6  8 , 1 0 0 0
  4  1 10 14  2  0 11  3 12  5  7 13  9 15  6  8 , 1 0 0 0
  4  1 10 14  0  2 11  3 12  5  7 13  9 15  6  8 , 0 0 0 1
  0  1 10 14  4  2 11  3 12  5  7 13  9 15  6  8 , 0 0 1 0
  1  0 10 14  4  2 11  3 12  5  7 13  9 15  6  8 , 0 0 1 0
  1 10  0 14  4  2 11  3 12  5  7 13  9 15  6  8 , 0 0 1 0
  1 10 14  0  4  2 11  3 12  5  7 13  9 15  6  8 , 0 1 0 0
  1 10 14  3  4  2 11  0 12  5  7 13  9 15  6  8 , 1 0 0 0
  1 10 14  3  4  2  0 11 12  5  7 13  9 15  6  8 , 0 1 0 0
  1 10 14  3  4  2  7 11 12  5  0 13  9 15  6  8 , 0 1 0 0
  1 10 14  3  4  2  7 11 12  5  6 13  9 15  0  8 , 1 0 0 0
  1 10 14  3  4  2  7 11 12  5  6 13  9  0 15  8 , 1 0 0 0
  1 10 14  3  4  2  7 11 12  5  6 13  0  9 15  8 , 0 0 0 1
  1 10 14  3  4  2  7 11  0  5  6 13 12  9 15  8 , 0 0 1 0
  1 10 14  3  4  2  7 11  5  0  6 13 12  9 15  8 , 0 0 1 0
  1 10 14  3  4  2  7 11  5  6  0 13 12  9 15  8 , 0 0 1 0
  1 10 14  3  4  2  7 11  5  6 13  0 12  9 15  8 , 0 1 0 0
  1 10 14  3  4  2  7 11  5  6 13  8 12  9 15  0 , 1 0 0 0
  1 10 14  3  4  2  7 11  5  6 13  8 12  9  0 15 , 0 0 0 1
  1 10 14  3  4  2  7 11  5  6  0  8 12  9 13 15 , 0 0 1 0
  1 10 14  3  4  2  7 11  5  6  8  0 12  9 13 15 , 0 0 0 1
  1 10 14  3  4  2  7  0  5  6  8 11 12  9 13 15 , 1 0 0 0
  1 10 14  3  4  2  0  7  5  6  8 11 12  9 13 15 , 0 0 0 1
  1 10  0  3  4  2 14  7  5  6  8 11 12  9 13 15 , 1 0 0 0
  1  0 10  3  4  2 14  7  5  6  8 11 12  9 13 15 , 0 1 0 0
  1  2 10  3  4  0 14  7  5  6  8 11 12  9 13 15 , 0 1 0 0
  1  2 10  3  4  6 14  7  5  0  8 11 12  9 13 15 , 0 0 1 0
  1  2 10  3  4  6 14  7  5  8  0 11 12  9 13 15 , 0 0 0 1
  1  2 10  3  4  6  0  7  5  8 14 11 12  9 13 15 , 0 0 0 1
  1  2  0  3  4  6 10  7  5  8 14 11 12  9 13 15 , 1 0 0 0
  1  0  2  3  4  6 10  7  5  8 14 11 12  9 13 15 , 1 0 0 0
  0  1  2  3  4  6 10  7  5  8 14 11 12  9 13 15 , 0 1 0 0
  4  1  2  3  0  6 10  7  5  8 14 11 12  9 13 15 , 0 1 0 0
  4  1  2  3  5  6 10  7  0  8 14 11 12  9 13 15 , 0 0 1 0
  4  1  2  3  5  6 10  7  8  0 14 11 12  9 13 15 , 0 1 0 0
  4  1  2  3  5  6 10  7  8  9 14 11 12  0 13 15 , 0 0 1 0
  4  1  2  3  5  6 10  7  8  9 14 11 12 13  0 15 , 0 0 0 1
  4  1  2  3  5  6 10  7  8  9  0 11 12 13 14 15 , 0 0 0 1
  4  1  2  3  5  6  0  7  8  9 10 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  5  0  6  7  8  9 10 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  0  5  6  7  8  9 10 11 12 13 14 15 , 0 0 0 1
