 15  1  3 12  4  0  6  5  2  8 14  9 13 10  7 11 , 0 0 0 1
 15  0  3 12  4  1  6  5  2  8 14  9 13 10  7 11 , 1 0 0 0
  0 15  3 12  4  1  6  5  2  8 14  9 13 10  7 11 , 0 1 0 0
  4 15  3 12  0  1  6  5  2  8 14  9 13 10  7 11 , 0 1 0 0
  4 15  3 12  2  1  6  5  0  8 14  9 13 10  7 11 , 0 0 1 0
  4 15  3 12  2  1  6  5  8  0 14  9 13 10  7 11 , 0 0 1 0
  4 15  3 12  2  1  6  5  8 14  0  9 13 10  7 11 , 0 1 0 0
  4 15  3 12  2  1  6  5  8 14  7  9 13 10  0 11 , 0 0 1 0
  4 15  3 12  2  1  6  5  8 14  7  9 13 10 11  0 , 0 0 0 1
  4 15  3 12  2  1  6  5  8 14  7  0 13 10 11  9 , 0 0 0 1
  4 15  3 12  2  1  6  0  8 14  7  5 13 10 11  9 , 0 0 0 1
  4 15  3  0  2  1  6 12  8 14  7  5 13 10 11  9 , 1 0 0 0
  4 15  0  3  2  1  6 12  8 14  7  5 13 10 11  9 , 0 1 0 0
  4 15  6  3  2  1  0 12  8 14  7  5 13 10 11  9 , 0 0 1 0
  4 15  6  3  2  1 12  0  8 14  7  5 13 10 11  9 , 0 0 0 1
  4 15  6  0  2  1 12  3  8 14  7  5 13 10 11  9 , 1 0 0 0
  4 15  0  6  2  1 12  3  8 14  7  5 13 10 11  9 , 1 0 0 0
  4  0 15  6  2  1 12  3  8 14  7  5 13 10 11  9 , 0 1 0 0
  4  1 15  6  2  0 12  3  8 14  7  5 13 10 11  9 , 0 0 1 0
  4  1 15  6  2 12  0  3  8 14  7  5 13 10 11  9 , 0 0 0 1
  4  1  0  6  2 12 15  3  8 14  7  5 13 10 11  9 , 0 0 1 0
  4  1  6  0  2 12 15  3  8 14  7  5 13 10 11  9 , 0 1 0 0
  4  1  6  3  2 12 15  0  8 14  7  5 13 10 11  9 , 1 0 0 0
  4  1  6  3  2 12  0 15  8 14  7  5 13 10 11  9 , 0 1 0 0
  4  1  6  3  2 12  7 15  8 14  0  5 13 10 11  9 , 0 0 1 0
  4  1  6  3  2 12  7 15  8 14  5  0 13 10 11  9 , 0 0 0 1
  4  1  6  3  2 12  7  0  8 14  5 15 13 10 11  9 , 1 0 0 0
  4  1  6  3  2 12  0  7  8 14  5 15 13 10 11  9 , 0 1 0 0
  4  1  6  3  2 12  5  7  8 14  0 15 13 10 11  9 , 0 1 0 0
  4  1  6  3  2 12  5  7  8 14 11 15 13 10  0  9 , 0 0 1 0
  4  1  6  3  2 12  5  7  8 14 11 15 13 10  9  0 , 0 0 0 1
  4  1  6  3  2 12  5  7  8 14 11  0 13 10  9 15 , 1 0 0 0
  4  1  6  3  2 12  5  7  8 14  0 11 13 10  9 15 , 1 0 0 0
  4  1  6  3  2 12  5  7  8  0 14 11 13 10  9 15 , 0 1 0 0
  4  1  6  3  2 12  5  7  8 10 14 11 13  0  9 15 , 0 0 1 0
  4  1  6  3  2 12  5  7  8 10 14 11 13  9  0 15 , 0 0 0 1
  4  1  6  3  2 12  5  7  8 10  0 11 13  9 14 15 , 1 0 0 0
  4  1  6  3  2 12  5  7  8  0 10 11 13  9 14 15 , 0 0 0 1
  4  1  6  3  2  0  5  7  8 12 10 11 13  9 14 15 , 1 0 0 0
  4  1  6  3  0  2  5  7  8 12 10 11 13  9 14 15 , 0 1 0 0
  4  1  6  3  8  2  5  7  0 12 10 11 13  9 14 15 , 0 0 1 0
  4  1  6  3  8  2  5  7 12  0 10 11 13  9 14 15 , 0 1 0 0
  4  1  6  3  8  2  5  7 12  9 10 11 13  0 14 15 , 1 0 0 0
  4  1  6  3  8  2  5  7 12  9 10 11  0 13 14 15 , 0 0 0 1
  4  1  6  3  8  2  5  7  0  9 10 11 12 13 14 15 , 0 0 0 1
  4  1  6  3  0  2  5  7  8  9 10 11 12 13 14 15 , 0 0 0 1
  0  1  6  3  4  2  5  7  8  9 10 11 12 13 14 15 , 0 0 1 0
  1  0  6  3  4  2  5  7  8  9 10 11 12 13 14 15 , 0 1 0 0
  1  2  6  3  4  0  5  7  8  9 10 11 12 13 14 15 , 0 0 1 0
  1  2  6  3  4  5  0  7  8  9 10 11 12 13 14 15 , 0 0 0 1
  1  2  0  3  4  5  6  7  8  9 10 11 12 13 14 15 , 1 0 0 0
  1  0  2  3  4  5  6  7  8  9 10 11 12 13 14 15 , 1 0 0 0
