 12  9  0  6  8  3  5 14  2  4 11  7 10  1 15 13 , 0 1 0 0
 12  9  5  6  8  3  0 14  2  4 11  7 10  1 15 13 , 1 0 0 0
 12  9  5  6  8  0  3 14  2  4 11  7 10  1 15 13 , 1 0 0 0
 12  9  5  6  0  8  3 14  2  4 11  7 10  1 15 13 , 0 0 0 1
  0  9  5  6 12  8  3 14  2  4 11  7 10  1 15 13 , 0 0 1 0
  9  0  5  6 12  8  3 14  2  4 11  7 10  1 15 13 , 0 1 0 0
  9  8  5  6 12  0  3 14  2  4 11  7 10  1 15 13 , 0 1 0 0
  9  8  5  6 12  4  3 14  2  0 11  7 10  1 15 13 , 1 0 0 0
  9  8  5  6 12  4  3 14  0  2 11  7 10  1 15 13 , 0 0 0 1
  9  8  5  6  0  4  3 14 12  2 11  7 10  1 15 13 , 0 0 0 1
  0  8  5  6  9  4  3 14 12  2 11  7 10  1 15 13 , 0 0 1 0
  8  0  5  6  9  4  3 14 12  2 11  7 10  1 15 13 , 0 1 0 0
  8  4  5  6  9  0  3 14 12  2 11  7 10  1 15 13 , 0 1 0 0
  8  4  5  6  9  2  3 14 12  0 11  7 10  1 15 13 , 0 1 0 0
  8  4  5  6  9  2  3 14 12  1 11  7 10  0 15 13 , 1 0 0 0
  8  4  5  6  9  2  3 14 12  1 11  7  0 10 15 13 , 0 0 0 1
  8  4  5  6  9  2  3 14  0  1 11  7 12 10 15 13 , 0 0 0 1
  8  4  5  6  0  2  3 14  9  1 11  7 12 10 15 13 , 0 0 0 1
  0  4  5  6  8  2  3 14  9  1 11  7 12 10 15 13 , 0 0 1 0
  4  0  5  6  8  2  3 14  9  1 11  7 12 10 15 13 , 0 0 1 0
  4  5  0  6  8  2  3 14  9  1 11  7 12 10 15 13 , 0 1 0 0
  4  5  3  6  8  2  0 14  9  1 11  7 12 10 15 13 , 0 0 1 0
  4  5  3  6  8  2 14  0  9  1 11  7 12 10 15 13 , 0 0 0 1
  4  5  3  0  8  2 14  6  9  1 11  7 12 10 15 13 , 1 0 0 0
  4  5  0  3  8  2 14  6  9  1 11  7 12 10 15 13 , 1 0 0 0
  4  0  5  3  8  2 14  6  9  1 11  7 12 10 15 13 , 0 1 0 0
  4  2  5  3  8  0 14  6  9  1 11  7 12 10 15 13 , 0 1 0 0
  4  2  5  3  8  1 14  6  9  0 11  7 12 10 15 13 , 0 0 1 0
  4  2  5  3  8  1 14  6  9 11  0  7 12 10 15 13 , 0 0 0 1
  4  2  5  3  8  1  0  6  9 11 14  7 12 10 15 13 , 0 0 0 1
  4  2  0  3  8  1  5  6  9 11 14  7 12 10 15 13 , 1 0 0 0
  4  0  2  3  8  1  5  6  9 11 14  7 12 10 15 13 , 0 1 0 0
  4  1  2  3  8  0  5  6  9 11 14  7 12 10 15 13 , 0 0 1 0
  4  1  2  3  8  5  0  6  9 11 14  7 12 10 15 13 , 0 0 1 0
  4  1  2  3  8  5  6  0  9 11 14  7 12 10 15 13 , 0 1 0 0
  4  1  2  3  8  5  6  7  9 11 14  0 12 10 15 13 , 1 0 0 0
  4  1  2  3  8  5  6  7  9 11  0 14 12 10 15 13 , 0 1 0 0
  4  1  2  3  8  5  6  7  9 11 15 14 12 10  0 13 , 0 0 1 0
  4  1  2  3  8  5  6  7  9 11 15 14 12 10 13  0 , 0 0 0 1
  4  1  2  3  8  5  6  7  9 11 15  0 12 10 13 14 , 1 0 0 0
  4  1  2  3  8  5  6  7  9 11  0 15 12 10 13 14 , 1 0 0 0
  4  1  2  3  8  5  6  7  9  0 11 15 12 10 13 14 , 0 1 0 0
  4  1  2  3  8  5  6  7  9 10 11 15 12  0 13 14 , 0 0 1 0
  4  1  2  3  8  5  6  7  9 10 11 15 12 13  0 14 , 0 0 1 0
  4  1  2  3  8  5  6  7  9 10 11 15 12 13 14  0 , 0 0 0 1
  4  1  2  3  8  5  6  7  9 10 11  0 12 13 14 15 , 1 0 0 0
  4  1  2  3  8  5  6  7  9 10  0 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  8  5  6  7  9  0 10 11 12 13 14 15 , 1 0 0 0
  4  1  2  3  8  5  6  7  0  9 10 11 12 13 14 15 , 0 0 0 1
  4  1  2  3  0  5  6  7  8  9 10 11 12 13 14 15 , 0 0 0 1
